codigo_region,region,edificio_id,nombre_comuna,setpoint_c,wall_u_multiplier,window_u_multiplier,infiltration_multiplier,heating_demand_kwh,redpe_mid_m3st_per_consumer,simulated_wood_volume_stere,relative_volume_error,assigned_fuel_energy_kwh,unallocated_fuel_energy_kwh,unmet_heating_energy_kwh,storage_spill_energy_kwh,wood_mass_kg,event_count,selection_score,u_wall_1,u_window,n_air_infiltration,thermal_zone,model_persons,model_area_m2
12,Magallanes,2577343,Natales,22.0,1.5,2.0,3.0,37687.40476707601,23.345,21.437142857142856,-0.08172444390049874,40016.0,3564.0,17680.438346478153,0.0,9603.84,2501,0.1628645923469336,0.87375,8.067791715078837,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,2.5,1.0,28255.85980838083,23.345,18.394285714285715,-0.21206743566992006,34336.0,9244.0,11096.514083017173,0.0,8240.640000000001,2146,0.2629922364180484,0.87375,10.084739643848547,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,2.5,1.5,31105.882825221408,23.345,19.422857142857143,-0.16800783281828466,36256.0,7324.0,12984.208866566318,0.0,8701.44,2266,0.22759575785989236,0.87375,10.084739643848547,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,2.5,2.0,33956.28204729588,23.345,20.47714285714286,-0.12284673989535834,38224.0,5356.0,14848.164680655236,0.0,9173.76,2389,0.19098884490066004,0.87375,10.084739643848547,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,2.5,2.5,36806.91294554279,23.345,21.24,-0.09016920111372888,39648.0,3932.0,16984.325948253223,0.0,9515.52,2478,0.16811470798960415,0.87375,10.084739643848547,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,2.5,3.0,39657.874966694144,23.345,22.011428571428574,-0.05712449897500213,41088.0,2492.0,19113.874966694155,0.0,9861.12,2568,0.14484306238341954,0.87375,10.084739643848547,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,3.0,1.0,30335.868253011595,23.345,19.165714285714287,-0.17902273353119347,35776.0,7804.0,12454.477741193086,0.0,8586.24,2236,0.2361795841103265,0.87375,12.101687572618255,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,3.0,1.5,33145.35212093518,23.345,20.228571428571428,-0.13349447725117033,37760.0,5820.0,14269.548196514861,0.0,9062.4,2360,0.1989811601172321,0.87375,12.101687572618255,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,3.0,2.0,35955.07916157404,23.345,21.077142857142857,-0.09714530489857111,39344.0,4236.0,16284.846864115774,0.0,9442.56,2459,0.1718807196030951,0.87375,12.101687572618255,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,3.0,2.5,38765.10564008918,23.345,21.78857142857143,-0.0666707462595232,40672.0,2908.0,18429.105640089183,0.0,9761.28,2542,0.1512467244150495,0.87375,12.101687572618255,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,1.5,3.0,3.0,41575.40946010876,23.345,22.431428571428572,-0.039133494477251084,41872.0,1708.0,20644.32044101241,0.0,10049.28,2617,0.1338756718109473,0.87375,12.101687572618255,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.0,1.0,23524.575511620464,23.345,16.08,-0.31120154208609985,30016.0,13564.0,8521.394993630607,0.0,7203.84,1876,0.3503084488948681,1.165,4.033895857539418,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.0,1.5,26432.90217207366,23.345,17.4,-0.25465838509316774,32480.0,11100.0,10196.080916896924,0.0,7795.2,2030,0.30145086291279566,1.165,4.033895857539418,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.0,2.0,29342.120840903863,23.345,18.625714285714285,-0.20215402502830218,34768.0,8812.0,11959.600127878753,0.0,8344.32,2173,0.25703975301306015,1.165,4.033895857539418,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.0,2.5,32252.136357276075,23.345,19.594285714285714,-0.16066456567634546,36576.0,7004.0,13971.634814886762,0.0,8778.24,2286,0.2247840462403049,1.165,4.033895857539418,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.0,3.0,35163.00116392136,23.345,20.622857142857146,-0.1166049628247099,38496.0,5084.0,15920.214481999408,0.0,9239.04,2406,0.18966698431162782,1.165,4.033895857539418,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.5,1.0,25710.778773852468,23.345,17.125714285714285,-0.2664076125202705,31968.0,11612.0,9730.221390067243,0.0,7672.320000000001,1998,0.3110621393218641,1.165,6.050843786309128,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.5,1.5,28577.451950804112,23.345,18.377142857142857,-0.21280176238411402,34304.0,9276.0,11427.241275736695,0.0,8232.960000000001,2144,0.26524435658207957,1.165,6.050843786309128,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.5,2.0,31444.93008722604,23.345,19.345714285714283,-0.17131230303215744,36112.0,7468.0,13396.770048644697,0.0,8666.88,2257,0.2327935790699945,1.165,6.050843786309128,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.5,2.5,34313.18438501244,23.345,20.40857142857143,-0.12578404675213398,38096.0,5484.0,15270.76789833268,0.0,9143.04,2381,0.19586558827729544,1.165,6.050843786309128,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,1.5,3.0,37182.04070565404,23.345,21.205714285714286,-0.09163785454211662,39584.0,3996.0,17393.15525390254,0.0,9500.16,2474,0.1714595858587873,1.165,6.050843786309128,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.0,1.0,27838.666477907307,23.345,18.068571428571428,-0.2260196432396047,33728.0,9852.0,10976.723383929004,0.0,8094.72,2108,0.276394693188797,1.165,8.067791715078837,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.0,1.5,30664.748427210772,23.345,19.08857142857143,-0.1823272037450661,35632.0,7948.0,12856.90414270858,0.0,8551.68,2227,0.24133089416594072,1.165,8.067791715078837,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.0,2.0,33491.57719397157,23.345,20.15142857142857,-0.13679894746504295,37616.0,5964.0,14689.493668980429,0.0,9027.84,2351,0.20421286976417297,1.165,8.067791715078837,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.0,2.5,36319.05943374506,23.345,21.00857142857143,-0.10008261175534676,39216.0,4364.0,16714.543443954768,0.0,9411.84,2451,0.17679001627097213,1.165,8.067791715078837,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.0,3.0,39146.58899104585,23.345,21.72,-0.069608053116299,40544.0,3036.0,18875.617966776128,0.0,9730.56,2534,0.1562331929362904,1.165,8.067791715078837,2.4000000000000004,I,3,76.0
