edificio_id,codigo_region,region,heating_demand_kwh,mvp_target_fuel_energy_kwh,mvp_assigned_useful_energy_kwh,mvp_unmet_heating_energy_kwh,trial,event_fuel_energy_kwh,event_duration_hours,min_event_interval_hours,storage_capacity_kwh,storage_loss_rate_per_hour,valid,error,score,assigned_useful_energy_kwh,assigned_fuel_energy_kwh,profile_error_kwh,unmet_heating_energy_kwh,storage_spill_energy_kwh,stored_energy_end_kwh,event_count,is_best
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,22,8.0,1.0,4.0,64.0,0.0,True,,0.24937493300708533,2077.40920822315,4154.8184164463,1036.1075642579003,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,23,8.0,1.0,4.0,64.0,0.01,True,,0.6521676852056444,1518.0790731596219,4154.8184164463,1311.312971444744,1251.7998711379112,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,24,8.0,2.0,1.0,8.0,0.0,True,,0.24991954381801193,2077.40920822315,4154.8184164463,1038.3703232849339,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,25,8.0,2.0,1.0,8.0,0.01,True,,0.3775320103371964,1900.0975088929717,4154.8184164463,1125.297701021533,869.7814354045615,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,26,8.0,2.0,1.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,27,8.0,2.0,1.0,16.0,0.01,True,,0.45113816830844233,1798.8182218975958,4154.8184164463,1177.9197042358812,971.0607223999374,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,28,8.0,2.0,1.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,29,8.0,2.0,1.0,32.0,0.01,True,,0.5827205483497696,1616.5569530227788,4154.8184164463,1268.9674279243814,1153.3219912747545,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,30,8.0,2.0,1.0,64.0,0.0,True,,0.24999920952644164,2077.40920822315,4154.8184164463,1038.701319837477,692.4697360743834,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,31,8.0,2.0,1.0,64.0,0.01,True,,0.7967580469650429,1320.1471463648616,4154.8184164463,1417.2298523364252,1449.7317979326717,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,32,8.0,2.0,2.0,8.0,0.0,True,,0.24991954381801193,2077.40920822315,4154.8184164463,1038.3703232849339,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,33,8.0,2.0,2.0,8.0,0.01,True,,0.3775320103371964,1900.0975088929717,4154.8184164463,1125.297701021533,869.7814354045615,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,34,8.0,2.0,2.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,35,8.0,2.0,2.0,16.0,0.01,True,,0.45113816830844233,1798.8182218975958,4154.8184164463,1177.9197042358812,971.0607223999374,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,36,8.0,2.0,2.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,37,8.0,2.0,2.0,32.0,0.01,True,,0.5827205483497696,1616.5569530227788,4154.8184164463,1268.9674279243814,1153.3219912747545,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,38,8.0,2.0,2.0,64.0,0.0,True,,0.24999920952644164,2077.40920822315,4154.8184164463,1038.701319837477,692.4697360743834,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,39,8.0,2.0,2.0,64.0,0.01,True,,0.7967580469650429,1320.1471463648616,4154.8184164463,1417.2298523364252,1449.7317979326717,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,40,8.0,2.0,4.0,8.0,0.0,True,,0.24091836541806583,2077.40920822315,4154.8184164463,1000.9720614991193,692.4697360743834,0.0,0.0,520,True
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,41,8.0,2.0,4.0,8.0,0.01,True,,0.3505245823547699,1924.942111163899,4154.8184164463,1075.1982475366183,844.9368331336342,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,42,8.0,2.0,4.0,16.0,0.0,True,,0.2461087774754157,2077.40920822315,4154.8184164463,1022.5372811039415,692.4697360743834,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,43,8.0,2.0,4.0,16.0,0.01,True,,0.4142665954128891,1844.917216030979,4154.8184164463,1139.9724994595526,924.9617282665542,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,44,8.0,2.0,4.0,32.0,0.0,True,,0.2489414259300496,2077.40920822315,4154.8184164463,1034.3064210705725,692.4697360743834,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,45,8.0,2.0,4.0,32.0,0.01,True,,0.5106042791214382,1713.0487570515238,4154.8184164463,1210.5669344809735,1056.8301872460092,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,46,8.0,2.0,4.0,64.0,0.0,True,,0.24937493300708533,2077.40920822315,4154.8184164463,1036.1075642579003,692.4697360743833,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,47,8.0,2.0,4.0,64.0,0.01,True,,0.650186666909244,1520.646451232174,4154.8184164463,1309.5006453249232,1249.2324930653592,0.0,0.0,520,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,48,16.0,1.0,1.0,8.0,0.0,True,,0.5645475515524675,1703.7827574385162,4154.8184164463,1224.7132117959575,1066.096186859017,373.62645078463385,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,49,16.0,1.0,1.0,8.0,0.01,True,,0.7160559626480949,1492.6710873254426,4154.8184164463,1330.7277336352531,1277.207856972091,365.01892987393376,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,50,16.0,1.0,1.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,51,16.0,1.0,1.0,16.0,0.01,True,,0.5183794090452596,1705.677627981469,4154.8184164463,1224.4433648035915,1064.2013163160645,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,52,16.0,1.0,1.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,53,16.0,1.0,1.0,32.0,0.01,True,,0.6458382939880397,1529.1662109026333,4154.8184164463,1312.7333446064756,1240.7127333949,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,54,16.0,1.0,1.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,55,16.0,1.0,1.0,64.0,0.01,True,,0.8602718952740667,1232.1074204687893,4154.8184164463,1461.019044249953,1537.771523828744,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,56,16.0,1.0,2.0,8.0,0.0,True,,0.5645475515524675,1703.7827574385162,4154.8184164463,1224.7132117959575,1066.096186859017,373.62645078463385,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,57,16.0,1.0,2.0,8.0,0.01,True,,0.7160559626480949,1492.6710873254426,4154.8184164463,1330.7277336352531,1277.207856972091,365.01892987393376,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,58,16.0,1.0,2.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,59,16.0,1.0,2.0,16.0,0.01,True,,0.5183794090452596,1705.677627981469,4154.8184164463,1224.4433648035915,1064.2013163160645,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,60,16.0,1.0,2.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,61,16.0,1.0,2.0,32.0,0.01,True,,0.6458382939880397,1529.1662109026333,4154.8184164463,1312.7333446064756,1240.7127333949,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,62,16.0,1.0,2.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,63,16.0,1.0,2.0,64.0,0.01,True,,0.8602718952740667,1232.1074204687893,4154.8184164463,1461.019044249953,1537.771523828744,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,64,16.0,1.0,4.0,8.0,0.0,True,,0.5568509805646348,1712.8942953859087,4154.8184164463,1220.0699707544015,1056.9846489116246,364.51491283724135,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,65,16.0,1.0,4.0,8.0,0.01,True,,0.7053764941032041,1504.8539588559295,4154.8184164463,1323.909468003905,1265.0249854416038,350.82731361272283,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,66,16.0,1.0,4.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,67,16.0,1.0,4.0,16.0,0.01,True,,0.5183794090452596,1705.677627981469,4154.8184164463,1224.4433648035915,1064.2013163160645,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,68,16.0,1.0,4.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,69,16.0,1.0,4.0,32.0,0.01,True,,0.6458329503141469,1529.172554329691,4154.8184164463,1312.727001179418,1240.7063899678424,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,70,16.0,1.0,4.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,71,16.0,1.0,4.0,64.0,0.01,True,,0.8602718952740667,1232.1074204687893,4154.8184164463,1461.019044249953,1537.771523828744,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,72,16.0,2.0,1.0,8.0,0.0,True,,0.3478812109765248,1961.0917142990295,4154.8184164463,1096.4307803285446,808.7872299985038,116.31749392412053,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,73,16.0,2.0,1.0,8.0,0.01,True,,0.5389684849687661,1699.9250491890148,4154.8184164463,1226.9791608664152,1069.9538951085185,137.25325756127395,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,74,16.0,2.0,1.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,75,16.0,2.0,1.0,16.0,0.01,True,,0.5128491690362925,1713.3675508592046,4154.8184164463,1220.6910289613058,1056.511393438329,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,76,16.0,2.0,1.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,77,16.0,2.0,1.0,32.0,0.01,True,,0.6402023335207414,1536.9266110870215,4154.8184164463,1308.7179527235517,1232.9523332105118,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,78,16.0,2.0,1.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,79,16.0,2.0,1.0,64.0,0.01,True,,0.8544522774089162,1240.1060474967214,4154.8184164463,1456.8361563369763,1529.7728968008118,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,80,16.0,2.0,2.0,8.0,0.0,True,,0.3478812109765248,1961.0917142990295,4154.8184164463,1096.4307803285446,808.7872299985038,116.31749392412053,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,81,16.0,2.0,2.0,8.0,0.01,True,,0.5389684849687661,1699.9250491890148,4154.8184164463,1226.9791608664152,1069.9538951085185,137.25325756127395,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,82,16.0,2.0,2.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,83,16.0,2.0,2.0,16.0,0.01,True,,0.5128491690362925,1713.3675508592046,4154.8184164463,1220.6910289613058,1056.511393438329,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,84,16.0,2.0,2.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,85,16.0,2.0,2.0,32.0,0.01,True,,0.6402023335207414,1536.9266110870215,4154.8184164463,1308.7179527235517,1232.9523332105118,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,86,16.0,2.0,2.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,87,16.0,2.0,2.0,64.0,0.01,True,,0.8544522774089162,1240.1060474967214,4154.8184164463,1456.8361563369763,1529.7728968008118,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,88,16.0,2.0,4.0,8.0,0.0,True,,0.3478812109765248,1961.0917142990295,4154.8184164463,1096.4307803285446,808.7872299985038,116.31749392412053,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,89,16.0,2.0,4.0,8.0,0.01,True,,0.538944409163062,1699.9250491890148,4154.8184164463,1226.9791608664152,1069.9538951085185,137.05319635941328,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,90,16.0,2.0,4.0,16.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,91,16.0,2.0,4.0,16.0,0.01,True,,0.5128491690362925,1713.3675508592046,4154.8184164463,1220.6910289613058,1056.511393438329,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,92,16.0,2.0,4.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,93,16.0,2.0,4.0,32.0,0.01,True,,0.6402023335207414,1536.9266110870215,4154.8184164463,1308.7179527235517,1232.9523332105118,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,94,16.0,2.0,4.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,95,16.0,2.0,4.0,64.0,0.01,True,,0.8544522774089162,1240.1060474967214,4154.8184164463,1456.8361563369763,1529.7728968008118,0.0,0.0,260,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,96,32.0,1.0,1.0,8.0,0.0,True,,1.2887724057825019,844.1697145444925,4154.8184164463,1654.8968451169703,1925.7092297530407,1233.2394936786573,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,97,32.0,1.0,1.0,8.0,0.01,True,,1.4028090861674316,686.7344499756987,4154.8184164463,1733.633304729476,2083.144494321835,1236.1936512370894,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,98,32.0,1.0,1.0,16.0,0.0,True,,0.6162075291441234,1642.6463443571752,4154.8184164463,1255.94179884295,1127.232599940358,434.76286386597474,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,99,32.0,1.0,1.0,16.0,0.01,True,,0.9133067165807401,1231.5778956483182,4154.8184164463,1461.3274327918973,1538.301048649215,437.43570336956736,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,100,32.0,1.0,1.0,32.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,101,32.0,1.0,1.0,32.0,0.01,True,,0.7502933692084166,1384.5239786304392,4154.8184164463,1385.1196341428952,1385.3549656670941,0.0,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,102,32.0,1.0,1.0,64.0,0.0,True,,0.2499992095264416,2077.40920822315,4154.8184164463,1038.7013198374768,692.4697360743833,0.0,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,103,32.0,1.0,1.0,64.0,0.01,True,,0.9487456018255667,1109.6569672709502,4154.8184164463,1522.4850966067934,1660.221977026583,0.0,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,104,32.0,1.0,2.0,8.0,0.0,True,,1.2887724057825019,844.1697145444925,4154.8184164463,1654.8968451169703,1925.7092297530407,1233.2394936786573,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,105,32.0,1.0,2.0,8.0,0.01,True,,1.4028090861674316,686.7344499756987,4154.8184164463,1733.633304729476,2083.144494321835,1236.1936512370894,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,106,32.0,1.0,2.0,16.0,0.0,True,,0.6162075291441234,1642.6463443571752,4154.8184164463,1255.94179884295,1127.232599940358,434.76286386597474,0.0,130,False
99748,1,Tarapaca,2769.878944297533,4154.8184164463,2077.40920822315,692.4697360743835,107,32.0,1.0,2.0,16.0,0.01,True,,0.9133067165807401,1231.5778956483182,4154.8184164463,1461.3274327918973,1538.301048649215,437.43570336956736,0.0,130,False
