codigo_region,region,fit_records,holdout_records,target_source,target_fuel_energy_kwh,target_wood_volume_stere,trial,event_fuel_energy_kwh,event_duration_hours,min_event_interval_hours,storage_capacity_kwh,storage_loss_rate_per_hour,valid,error,score,assigned_useful_energy_kwh,assigned_fuel_energy_kwh,fuel_error_kwh,profile_error_kwh,unmet_heating_energy_kwh,unallocated_fuel_energy_kwh,storage_spill_energy_kwh,stored_energy_end_kwh,event_count
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,111,32.0,1.0,2.0,64.0,0.01,True,,0.7787883231066446,2453.9966709608043,6981.301756430104,0.0,2263.545623486878,2200.204499992599,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,112,32.0,1.0,4.0,8.0,0.0,True,,1.5193898493625368,1420.5263658367753,6981.301756430104,0.0,2780.1080843636064,3233.6748051166282,0.0,2070.124512378277,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,113,32.0,1.0,4.0,8.0,0.01,True,,1.5730888450391403,1295.3355030350217,6981.301756430104,0.0,2842.843905548768,3358.865667918382,0.0,2069.300427024335,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,114,32.0,1.0,4.0,16.0,0.0,True,,0.7539716495921024,2756.3636005598146,6981.301756430104,0.0,2111.922983433341,1897.8375703935885,0.0,734.2872776552373,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,115,32.0,1.0,4.0,16.0,0.01,True,,0.9358355759726906,2335.2255503523506,6981.301756430104,0.0,2323.0253026566343,2318.975620601053,0.0,739.9867815853597,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,116,32.0,1.0,4.0,32.0,0.0,True,,0.33332828168336504,3490.650878215052,6981.301756430104,0.0,1745.2901720147293,1163.5502927383511,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,117,32.0,1.0,4.0,32.0,0.01,True,,0.6531015298910806,2746.4648407029263,6981.301756430104,0.0,2117.258617606299,1907.7363302504773,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,118,32.0,1.0,4.0,64.0,0.0,True,,0.33332828168336504,3490.650878215052,6981.301756430104,0.0,1745.2901720147293,1163.5502927383511,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,119,32.0,1.0,4.0,64.0,0.01,True,,0.7787883231066446,2453.9966709608043,6981.301756430104,0.0,2263.545623486878,2200.204499992599,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,120,32.0,2.0,1.0,8.0,0.0,True,,1.391110227716586,1644.4697246985584,6981.301756430104,0.0,2668.3510924687816,3009.7314462548447,0.0,1846.1811535164936,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,121,32.0,2.0,1.0,8.0,0.01,True,,1.462420321869431,1481.401594173823,6981.301756430104,0.0,2749.8431876611266,3172.7995767795805,0.0,1854.8560175727612,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,122,32.0,2.0,1.0,16.0,0.0,True,,0.6053333891421621,3015.799012703496,6981.301756430104,0.0,1982.2583771843417,1638.4021582499074,0.0,474.8518655115562,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,123,32.0,2.0,1.0,16.0,0.01,True,,0.823580107542508,2519.0462190411868,6981.301756430104,0.0,2230.6990221116434,2135.1549519122163,0.0,508.17543493192187,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,124,32.0,2.0,1.0,32.0,0.0,True,,0.33332828168336504,3490.650878215052,6981.301756430104,0.0,1745.2901720147293,1163.5502927383511,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,125,32.0,2.0,1.0,32.0,0.01,True,,0.6506545880413562,2752.0907267296616,6981.301756430104,0.0,2114.240493239774,1902.1104442237415,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,126,32.0,2.0,1.0,64.0,0.0,True,,0.33332828168336504,3490.650878215052,6981.301756430104,0.0,1745.2901720147293,1163.5502927383511,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,127,32.0,2.0,1.0,64.0,0.01,True,,0.7772936395744844,2457.451894474907,6981.301756430104,0.0,2261.7488455037574,2196.749276478496,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,128,32.0,2.0,2.0,8.0,0.0,True,,1.391110227716586,1644.4697246985584,6981.301756430104,0.0,2668.3510924687816,3009.7314462548447,0.0,1846.1811535164936,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,129,32.0,2.0,2.0,8.0,0.01,True,,1.462420321869431,1481.401594173823,6981.301756430104,0.0,2749.8431876611266,3172.7995767795805,0.0,1854.8560175727612,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,130,32.0,2.0,2.0,16.0,0.0,True,,0.6053333891421621,3015.799012703496,6981.301756430104,0.0,1982.2583771843417,1638.4021582499074,0.0,474.8518655115562,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,131,32.0,2.0,2.0,16.0,0.01,True,,0.823580107542508,2519.0462190411868,6981.301756430104,0.0,2230.6990221116434,2135.1549519122163,0.0,508.17543493192187,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,132,32.0,2.0,2.0,32.0,0.0,True,,0.33332828168336504,3490.650878215052,6981.301756430104,0.0,1745.2901720147293,1163.5502927383511,0.0,0.0,0.0,219
1,Tarapaca,5,5,MVP_coverage_mid,6981.301756430104,,133,32.0,2.0,2.0,32.0,0.01,True,,0.6506545880413562,2752.0907267296616,6981.301756430104,0.0,2114.240493239774,1902.1104442237415,0.0,0.0,0.0,219
